id,created_at,text,location
1.08277E+18,08-01-2019 22:45,Mortgage growth this year will be low or flat this year: CIBC CEO: https://t.co/MUyG1xBq82,"Calgary, Alberta"
1.08277E+18,08-01-2019 22:45,"Jean Gauthier, Managing Director &amp; CIO, Global Fixed Income at CIBC Asset Management, discusses interest rates, mon… https://t.co/unLE3ruRDM","Toronto, Ontario"
1.08277E+18,08-01-2019 22:45,"CIBC's Jean Gauthier shares what you can expect to see in 2019, with respect to the markets. https://t.co/jvhEAFYx1f","Calgary, Alberta"
1.08277E+18,08-01-2019 22:41,"Could mortgage growth go below zero? ""That depends if the housing market goes for a really negative turn driven by… https://t.co/xHk4gmfgHU",Canada
1.08277E+18,08-01-2019 22:38,@RateSpy @TD_Canada @RBC @scotiabank @BMO  @cibc @nationalbank  care to explain? 😬,Canada
1.08277E+18,08-01-2019 22:34,@ncbja’s app is a great contender for the best app from any bank in Jamaica. It’s a close second to @CIBC_FCIB’s ap… https://t.co/3G0vRG4h0B,Jamaica
1.08277E+18,08-01-2019 22:31,"Mortgage growth this year will be low or flat this year: CIBC CEO
https://t.co/cMxshHFqk7
+1 EhBot #Canada #news",Internet
1.08277E+18,08-01-2019 22:30,Mortgage growth this year will be low or flat this year: CIBC CEO https://t.co/UTSpoEgoJC #BusinessNews #CanadaNews,
1.08277E+18,08-01-2019 22:30,Regal Beloit $RBC Stock Rating Reaffirmed by CIBC https://t.co/sXpGJPAbaC #stocks,"Sioux Falls, SD"
1.08277E+18,08-01-2019 22:30,Hubbell $HUBB Earns “Market Perform” Rating from CIBC https://t.co/pMpMKVZlKc #stocks,"Sioux Falls, SD"
1.08277E+18,08-01-2019 22:30,Littelfuse $LFUS Upgraded to Outperform by CIBC https://t.co/uWYPK1dJKO #stocks,"Sioux Falls, SD"
1.08277E+18,08-01-2019 22:30,Nordson $NDSN Raised to “Outperform” at CIBC https://t.co/t0YNS3Ibrf #stocks,"Sioux Falls, SD"
1.08277E+18,08-01-2019 22:30,Honeywell International $HON Receives “Market Perform” Rating from CIBC https://t.co/W2JUc65sqA #stocks,"Sioux Falls, SD"
1.08277E+18,08-01-2019 22:30,CIBC CEO expects flat to low-single digit mortgage growth this year: https://t.co/EAKVRNrcW3,"Calgary, Alberta"
1.08277E+18,08-01-2019 22:28,Mortgage growth this year will be low or flat this year: CIBC CEO https://t.co/cb7wJ2RPV7 https://t.co/XfeK2zIs0E,Canada
1.08276E+18,08-01-2019 22:15,"""@cibc CEO Victor Dodig says the potential for #mortgage growth to turn negative will hinge on whether the Canadian… https://t.co/rkdhC2QUg1","Toronto, Canada"
1.08276E+18,08-01-2019 22:15,CIBC Reiterates Market Perform Rating for Hubbell $HUBB  https://t.co/mpMD9Fvc3q,United States
1.08276E+18,08-01-2019 22:15,"Jean Gauthier, Managing Director &amp; CIO, Global Fixed Income at CIBC Asset Management, discusses interest rates, mon… https://t.co/KQVk1lgue5",
1.08276E+18,08-01-2019 22:13,Regal Beloit’s $RBC Market Perform Rating Reaffirmed at CIBC https://t.co/gSvcnNRlyP,United States
1.08276E+18,08-01-2019 22:12,CIBC CEO expects flat to low-single digit mortgage growth this year https://t.co/k7RmG51YJ9,"Bristol, England"
1.08276E+18,08-01-2019 22:11,"TORONTO — Canadian mortgage growth will be flat or in the low single digits for the “foreseeable future,” according… https://t.co/fZdNGCG8TM","Bristol, England"
1.08276E+18,08-01-2019 22:11,CIBC CEO expects flat to low-single digit mortgage growth this year https://t.co/pxiOlyJHVA,"England, United Kingdom"
1.08276E+18,08-01-2019 22:11,Littelfuse $LFUS Upgraded at CIBC https://t.co/OecE6rtpad,
1.08276E+18,08-01-2019 22:11,Littelfuse $LFUS Upgraded at CIBC https://t.co/4nzcNXP9V9,Virginia
1.08276E+18,08-01-2019 22:11,"2.9-million-square-foot CIBC Square office tower, set to open in mid-2020 and is already fully leased. Toronto can'… https://t.co/lmaZfdObYN","4685 Yonge St, Toronto"
1.08276E+18,08-01-2019 22:10,"RT @smfehir: #Trudeaunomics
CIBC expects mortgage growth for the next year to be in low single digits.
Go Jr Go!",Canada
1.08276E+18,08-01-2019 22:10,CIBC Upgrades Nordson $NDSN to “Outperform” https://t.co/hUvCEo84kc,
1.08276E+18,08-01-2019 22:08,"Mortgage growth to be flat to low-single digit in 2019: CIBC's Dodig...

https://t.co/xmB41HYKXI https://t.co/p4rNKbGxYL","Toronto, Ontario"
1.08276E+18,08-01-2019 22:03,Hey LinkedIn friends.  Take a look at this amazing role on our team here at CIBC Digital as a Consultant on the Dig… https://t.co/3QOFFic8BF,
1.08276E+18,08-01-2019 21:54,@DougKass Larger institutions CIBC and BMO lending them $80M; likely acknowledgment that larger banks will start to play in this space.,
1.08275E+18,08-01-2019 21:42,"RT @smfehir: #Trudeaunomics
CIBC expects mortgage growth for the next year to be in low single digits.
Go Jr Go!",Canada
1.08275E+18,08-01-2019 21:42,‘A day of reckoning is coming for Justin Trudeau’s Liberal government’: CIBC https://t.co/5pZKndh7ms,"Niagara Falls, Ontario"
1.08275E+18,08-01-2019 21:34,"RT @smfehir: #Trudeaunomics
CIBC expects mortgage growth for the next year to be in low single digits.
Go Jr Go!",Canada
1.08275E+18,08-01-2019 21:34,Hey @CBCToronto are you interested in a story about how CIBC illegally gave a 3rd party the balance of a customers… https://t.co/MSu2EflA4C,
1.08275E+18,08-01-2019 21:29,"REAL ESTATE:  MORTGAGE GROWTH

https://t.co/Nf5K9UWVf9

Rising interest rates and strict mortgage stress-test rules… https://t.co/VyOsRvKy1G","Thunder Bay, Ontario: Toronto, Ontario"
1.08275E+18,08-01-2019 21:29,https://t.co/rn8VlAhTGM,"Winnipeg, Manitoba, Canada"
1.08275E+18,08-01-2019 21:22,‘A day of reckoning is coming for Justin Trudeau’s Liberal government’: CIBC /via @globeandmail https://t.co/8ISqMfODbw,Calgary
1.08275E+18,08-01-2019 21:20,RT @globeandmail: CIBC chief expects mortgage growth to be flat or in the low-single digits in 2019 https://t.co/f4XMH57OQg @GlobeBusiness…,"Toronto, Ontario, Canada"
1.08275E+18,08-01-2019 21:20,RT @globebusiness: CIBC chief expects mortgage growth to be flat or in the low-single digits in 2019 https://t.co/nMGN8Qeing https://t.co/j…,"Toronto, Ontario, Canada"
1.08275E+18,08-01-2019 21:20,The chief executive of Canadian Imperial Bank of Commerce says he expects overall mortgage growth in the country to… https://t.co/9J643y2cqT,Calgary
1.08275E+18,08-01-2019 21:18,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/ct3SOcvMwT,Canada
1.08275E+18,08-01-2019 21:15,Welcome to 2019 — the dawn of a brand new #tax year. Here are some tax tips for each age and stage to get you off o… https://t.co/hNAWPlWx9W,"Halifax, NS & Moncton NB"
1.08275E+18,08-01-2019 21:13,CIBC chief expects mortgage growth to be flat or in the low-single digits in 2019 https://t.co/nMGN8Qeing https://t.co/jZExFjnDFp,Canada
1.08275E+18,08-01-2019 21:13,CIBC chief expects mortgage growth to be flat or in the low-single digits in 2019 https://t.co/f4XMH57OQg… https://t.co/aKQn81C5vk,Canada
1.08274E+18,08-01-2019 21:00,https://t.co/HgPeWRCqiC,
1.08274E+18,08-01-2019 20:57,Hypothèques: la CIBC s'attend à un ralentissement https://t.co/rEwZSopvyY https://t.co/WRAVIqwjMx,"Montréal, Québec, Canada"
1.08274E+18,08-01-2019 20:39,Your home is a valuable asset. Use your equity to help pay for major purchases and get more financial flexibility.… https://t.co/WCTDHqvk7l,"Greater Toronto Area, Ontario"
1.08274E+18,08-01-2019 20:37,@Yarp_92 Thanks for the DM Yilian! I will reply to you there. ^Nida,Canada
1.08274E+18,08-01-2019 20:31,"RT @MHalickman: @rachana05647650 Hi @rachana05647650, my name is Matthew Halickman and I am also in EDUC 307. Just wanted to reach out as a…",
1.08274E+18,08-01-2019 20:31,@cibc I waited more that half hour on my phone. Your service is really bad. Never open an account with cibc https://t.co/ztG5MjkAWB,"Coquimbo, Chile"
1.08274E+18,08-01-2019 20:26,@cibc I wish a soon answer and solution,"Coquimbo, Chile"
1.08273E+18,08-01-2019 20:22,"@Yarp_92 Hi Yilian, I'd like to help! Please send me a DM with details of the issue you are having and I'll do my b… https://t.co/pEB8Fa32Kc",Canada
1.08273E+18,08-01-2019 20:19,@cibc I call every days because I have a problem with my bank app but you don’t answer. Very bad service cibc I need a solution,"Coquimbo, Chile"
1.08273E+18,08-01-2019 20:17,"CIBC CEO expects flat to low-single digit mortgage growth this year

TORONTO — The chief executive of Canadian Impe… https://t.co/N8PI0bnJZZ",Toronto
1.08273E+18,08-01-2019 20:16,Regal Beloit Corp  Downgrade by CIBC Oppenheimer (Ranked 58th) to Perform $RBC #RBC https://t.co/Jzmvr7qxmR,
1.08273E+18,08-01-2019 20:15,Hubbell Inc  Downgrade by CIBC Oppenheimer (Ranked 58th) to Perform $HUBB #HUBB https://t.co/u9hr1vJeAG,
1.08273E+18,08-01-2019 20:15,Honeywell International Inc  Downgrade by CIBC Oppenheimer (Ranked 58th) to Perform $HON #HON https://t.co/LOI3iSTDqs,
1.08273E+18,08-01-2019 20:15,Nordson Corp  Upgrade by CIBC Oppenheimer (Ranked 58th) to Outperform with $140PT $NDSN #NDSN https://t.co/0IUBXskb1J,
1.08273E+18,08-01-2019 20:15,Littelfuse Inc  Upgrade by CIBC Oppenheimer (Ranked 58th) to Outperform with $215PT $LFUS #LFUS https://t.co/dbxgwN53Ow,
1.08273E+18,08-01-2019 20:15,https://t.co/gL5jfz2jSg,"Ottawa, Ontario"
1.08273E+18,08-01-2019 20:13,"@nekoyanbain @CIBC_FCIB, over to you! ^Nida",Canada
1.08273E+18,08-01-2019 20:12,@CrystaalR__ I'm sorry that you feel that way. Is there something we can do to turn your experience around? Feel fr… https://t.co/7gMjxgqMtN,Canada
1.08273E+18,08-01-2019 20:11,@ThatBarbie__ Hi there. I'd like to learn more about your experience. Can you please send us a DM with details of y… https://t.co/b53PuwY9ni,Canada
1.08273E+18,08-01-2019 20:08,Mortgage growth to be flat to low-single digit in 2019: CIBC's Dodig https://t.co/kAul5yKNZO https://t.co/5AqaU4VaRq,"Toronto, Ontario"
1.08273E+18,08-01-2019 20:01,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/K3yTccQNs7,Mississauga
1.08273E+18,08-01-2019 19:51,Yea CIBC thanks for the greetings...where’s my gift? Lol,Grenada
1.08273E+18,08-01-2019 19:46,"Join us at one of our upcoming monthly meetings
Spring Mtg Schedule:
Meetings run from 12:30pm - 2:30pm 
Wednesday,… https://t.co/4tRbYNd14u",
1.08272E+18,08-01-2019 19:44,"Rereading what he said in his speech to our National Mortgage Conference in October, CIBC's Benjamin Tal sure seems… https://t.co/h6RYGnAem6","Toronto, Ontario"
1.08272E+18,08-01-2019 19:44,@cibc y’all some scammers,somewhere missin chickfila
1.08272E+18,08-01-2019 19:44,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/fMBoXMbfL8,"Winnipeg, Manitoba"
1.08272E+18,08-01-2019 19:41,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/yLuZZ0kCgT,"Mississauga, Ontario  "
1.08272E+18,08-01-2019 19:40,Cibc Asset Management Has Cut Total S A $GDP Lowered By 5.71% https://t.co/AaN3jRJw0D https://t.co/e7irESfU57,
1.08272E+18,08-01-2019 19:39,Cibc Asset Management INC Stake in Canadian Nat Res LTD $CNQ Trimmed as Shares Declined - https://t.co/2vzCQNvto3,
1.08272E+18,08-01-2019 19:39,"As Canadian Nat Res LTD $CNQ Share Price Declined, Cibc Asset Management INC Trimmed Its Position by $9.12 Million - https://t.co/w78bO3geKX",
1.08272E+18,08-01-2019 19:39,"As Canadian Nat Res LTD $CNQ Shares Declined, Cibc Asset Management INC Has Cut by $9.12 Million Its Stake https://t.co/mFTu8W4hAf",
1.08272E+18,08-01-2019 19:38,Cibc Asset Management INC Holds Stake in Brookfield Ppty Partners LP $BPY - https://t.co/LixkPn2F6i,
1.08272E+18,08-01-2019 19:38,Cibc Asset Management INC Increased Its Brookfield Ppty Partners LP $BPY Position by $120.77 Million - https://t.co/s9ayGO3n76,
1.08272E+18,08-01-2019 19:38,"As Brookfield Ppty Partners LP $BPY Stock Declined, Cibc Asset Management INC Has Upped Its Position https://t.co/OG1holEvVY",
1.08272E+18,08-01-2019 19:37,Dollar Tree $DLTR Share Price Declined While Westpac Banking Has Increased Holding; Cibc World Markets Position in… https://t.co/SDO1rZHa2o,
1.08272E+18,08-01-2019 19:34,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/UebfD9lCTe,"Penticton, British Columbia"
1.08272E+18,08-01-2019 19:32,"BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse https://t.co/O6izmoXNxY Business",Worldwide
1.08272E+18,08-01-2019 19:31,"@ruxeg @apanasenko Жесть какая! У нас этого банка почти нет. То есть он есть, но у него осень маленькая доля рынка.… https://t.co/X8n7rqPkNs","Toronto, Canada"
1.08272E+18,08-01-2019 19:30,"Get FREE travel accident insurance up to US$500,000 when you use your CIBC FirstCaribbean Visa Debit card to purcha… https://t.co/gIB6T2YU84",Barbados
1.08272E+18,08-01-2019 19:27,RT @GMABuilds: Do you have a business making an impact on Chicago? Apply today for the @ChicagolandCmbr James Tyree Emerging Business Leade…,"Chicago, Illinois"
1.08272E+18,08-01-2019 19:18,"@CrystaalR__ Hi there, did something happen recently to make you feel this way about us? If there's anything we can… https://t.co/5PhGFwy1ol",Canada
1.08272E+18,08-01-2019 19:18,Did you know @cibc hires scammers to make prank wake up calls to innocent victims who've never been clients? World'… https://t.co/XWYRWwJmFL,Here and There
1.08272E+18,08-01-2019 19:11,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/RUqqmtujs0,"Victoria, BC"
1.08272E+18,08-01-2019 19:07,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/yV7iHBJSh6,Ottawa Canada
1.08272E+18,08-01-2019 19:06,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/551Ma5L28o,
1.08271E+18,08-01-2019 19:05,fuck cibc,somewhere missin chickfila
1.08271E+18,08-01-2019 19:01,"Get FREE travel accident insurance up to US$500,000 when you use your CIBC FirstCaribbean Visa Debit card to purcha… https://t.co/OJBrqWYZCe",Jamaica
1.08271E+18,08-01-2019 18:59,"Jean Gauthier, Managing Director &amp; CIO, Global Fixed Income at CIBC Asset Management, discusses interest rates, mon… https://t.co/4Z7Yr2DESE","Greater Vancouver, British Columbia"
1.08271E+18,08-01-2019 18:57,"#STVINCENT - CIBC FirstCaribbean makes donation to Melisizwe Brothers Concert in St. Vincent.Shelly Ann Samuel, Cou… https://t.co/tkuyPoeVEB",The Caribbean
1.08271E+18,08-01-2019 18:55,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/KJPeTPi83w,
1.08271E+18,08-01-2019 18:52,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/0cWKl9Bp3x,
1.08271E+18,08-01-2019 18:34,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/Z6JVtmIBxi,"Toronto, Ontario"
1.08271E+18,08-01-2019 18:30,"Get FREE travel accident insurance up to US$500,000 when you use your CIBC FirstCaribbean Visa Debit card to purcha… https://t.co/Ss73hMTPhF",The Caribbean
1.08271E+18,08-01-2019 18:30,"Get FREE travel accident insurance up to US$500,000 when you use your CIBC FirstCaribbean Visa Debit card to purcha… https://t.co/b7wH2lQnsU",Bahamas
1.0827E+18,08-01-2019 18:24,"RT @smfehir: #Trudeaunomics
CIBC expects mortgage growth for the next year to be in low single digits.
Go Jr Go!","Scottsdale, AZ, Calgary, AB"
1.0827E+18,08-01-2019 18:23,"@WBrettWilson @lamphieryeg ""Canada’s Liberal government faces “a day of reckoning,” largely on economic &amp; business… https://t.co/ItQOOpYHyg",
1.0827E+18,08-01-2019 18:16,"RT @nationalpost: BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse https://t.co/4YmZmzwH7W https://t.c…",
1.0827E+18,08-01-2019 18:08,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/hWWtO9C0cf,
1.0827E+18,08-01-2019 18:08,RT @Francesc_Forex: CIBC Capital Markets: #CurrencyOutlook #forexoutlook #currencies #currencytrading https://t.co/3d6cxOOjDn,
1.0827E+18,08-01-2019 18:08,"RT @smfehir: #Trudeaunomics
CIBC expects mortgage growth for the next year to be in low single digits.
Go Jr Go!",
1.0827E+18,08-01-2019 17:57,"RT @McMasterAlumni: Calling all @McMasterU students: Learn how to network, stand out and make an impression from Neil Thorton at tonight's…","Hamilton, Ontario"
1.0827E+18,08-01-2019 17:54,RT @SpecInCanada: Reminder that Specialisterne is recruiting for roles with CIBC! Do you identify as someone on the #autism spectrum or wit…,"Georgetown, Ontario"
1.0827E+18,08-01-2019 17:50,"#Trudeaunomics
CIBC expects mortgage growth for the next year to be in low single digits.
Go Jr Go!",Recovering Banana Republic of Ont
1.0827E+18,08-01-2019 17:49,‘A day of reckoning is coming for Justin Trudeau’s Liberal government’: CIBC /via @globeandmail https://t.co/0LiQwfAmrV,Toronto
1.08269E+18,08-01-2019 17:44,"@peopleirollon Hi there! Were you able to connect with us? If not, please send me a DM with your postal code and ph… https://t.co/biKLKvzU9n",Canada
1.08269E+18,08-01-2019 17:43,Get a free $25 credit if you use CIBC’s Global Money Transfer service online!  Use my referral link: https://t.co/bB8iBkSOiS,"Edmonton, Alberta 11719A-46 St"
1.08269E+18,08-01-2019 17:41,"BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse https://t.co/lVJUGTG0OU via @nationalpost",
1.08269E+18,08-01-2019 17:35,"Calling all @McMasterU students: Learn how to network, stand out and make an impression from Neil Thorton at tonigh… https://t.co/YLyiGxmyuD","Hamilton, Ontario, Canada"
1.08269E+18,08-01-2019 17:34,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/PlbuQHrJBN,"Cambridge, Ontario, Canada"
1.08269E+18,08-01-2019 17:33,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/Rkc5RPS0lx,"Oshawa, Ontario"
1.08269E+18,08-01-2019 17:30,A new year is a new opportunity for you to start plotting your future with a land loan. Call us today!… https://t.co/dpfmkqRqPt,Barbados
1.08269E+18,08-01-2019 17:30,A new year is a new opportunity for you to start plotting your future with a land loan. Call us today!… https://t.co/VPtxlANdIY,Jamaica
1.08269E+18,08-01-2019 17:29,"https://t.co/5KF2onIvbY BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse Financial…",India
1.08269E+18,08-01-2019 17:18,@cibc trying to close a credit card account with you for the 4th time!!!! You have put me on hold for 18 minutes an… https://t.co/jYqwluhynl,
1.08269E+18,08-01-2019 17:18,"RT @BCWBS: 2019 #hoopfest will be our 25th anniversary.

Are #yougame?
https://t.co/e7BGOQBRZB

@yvrairport @VancouverPD @steamworksbeer @B…",
1.08269E+18,08-01-2019 17:15,The Bank of Canada will be making its latest interest rate decision tomorrow with the likelihood of a hold-steady - https://t.co/Sg78xNZ8df,"St.Thomas, Ontario"
1.08269E+18,08-01-2019 17:13,Do you have a business making an impact on Chicago? Apply today for the @ChicagolandCmbr James Tyree Emerging Busin… https://t.co/iSpiso7WAb,
1.08269E+18,08-01-2019 17:12,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/CvVOG1ixTV,Toronto
1.08269E+18,08-01-2019 17:10,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/QMAFBcgQUZ,"Edmonton, Alberta"
1.08269E+18,08-01-2019 17:08,"2019 #hoopfest will be our 25th anniversary.

Are #yougame?
https://t.co/e7BGOQBRZB

@yvrairport @VancouverPD… https://t.co/XprdJY8VnL","British Columbia, Canada"
1.08269E+18,08-01-2019 17:07,RT @worldfinance: Forward-thinking banks like CIBC FirstCaribbean have made technology central to their operations in order to offer custom…,
1.08268E+18,08-01-2019 17:00,A new CIBC poll finds paying down debt is the number 1 financial priority for Canadians heading into 2019; the nint… https://t.co/uGmHetCaon,"Parksville, British Columbia"
1.08268E+18,08-01-2019 17:00,A new CIBC poll finds paying down debt is the number 1 financial priority for Canadians heading into 2019; the nint… https://t.co/nW5Unmt1AZ,"Richmond, British Columbia"
1.08268E+18,08-01-2019 16:59,"First day! (@ CIBC in Vancouver, BC) https://t.co/dIeMBrIggB","22.301619,114.17592"
1.08268E+18,08-01-2019 16:57,"BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse https://t.co/nltXLZCjJN via… https://t.co/ukCfqwuxHZ","Bay Street, Toronto"
1.08268E+18,08-01-2019 16:56,https://t.co/K5AbPL3L5c,
1.08268E+18,08-01-2019 16:55,Interest rate rise tomorrow? Unlikely this week says CIBC - https://t.co/9U8uSoDnJU,"London, Ontario, Canada"
1.08268E+18,08-01-2019 16:52,"@_xensations Hello, we noticed your tweet and would like to learn more. Would you mind sending us a DM? ^SB",The Caribbean
1.08268E+18,08-01-2019 16:51,"RT @VanmalaS: Sad that this is still news, but it is, because big banks are still wary about the legal cannabis sector: https://t.co/mFP1tR…","Toronto, Ontario"
1.08268E+18,08-01-2019 16:49,@cibc Penguins.... the dumbest marketing campaign ever,
1.08268E+18,08-01-2019 16:48,"RT @VanmalaS: Sad that this is still news, but it is, because big banks are still wary about the legal cannabis sector: https://t.co/mFP1tR…","Toronto, Ontario"
1.08268E+18,08-01-2019 16:47,"BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse https://t.co/kU1948ocHm https://t.co/r7ssDBVJPN","Bristol, England"
1.08268E+18,08-01-2019 16:45,Two of Canada’s largest banks — Bank of Montreal and Canadian Imperial Bank of Commerce — along with wholesale bank… https://t.co/E5pbeQEVbW,"Bristol, England"
1.08268E+18,08-01-2019 16:45,"BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse https://t.co/m1CMVrP77R https://t.co/lBBDAAJX7q","England, United Kingdom"
1.08268E+18,08-01-2019 16:45,"BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse: https://t.co/hP51xWHUbp","Calgary, Alberta"
1.08268E+18,08-01-2019 16:44,Forward-thinking banks like CIBC FirstCaribbean have made technology central to their operations in order to offer… https://t.co/V2f4kgNZG5,London
1.08268E+18,08-01-2019 16:43,"RT @nationalpost: BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse https://t.co/4YmZmzwH7W https://t.c…",warnsomegraphicphotosbadnews
1.08268E+18,08-01-2019 16:43,"RT @nationalpost: BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse https://t.co/4YmZmzwH7W https://t.c…",
1.08268E+18,08-01-2019 16:39,"BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse https://t.co/1Wx3RkIHSF",
1.08268E+18,08-01-2019 16:39,"RT @nationalpost: BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse https://t.co/4YmZmzwH7W https://t.c…","Dallas, TX"
1.08268E+18,08-01-2019 16:39,"RT @VanmalaS: Sad that this is still news, but it is, because big banks are still wary about the legal cannabis sector: https://t.co/mFP1tR…",Ontari-ari-ari-o
1.08268E+18,08-01-2019 16:38,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…",
1.08268E+18,08-01-2019 16:37,"Sad that this is still news, but it is, because big banks are still wary about the legal cannabis sector: https://t.co/mFP1tRjkco",Toronto/Ottawa
1.08268E+18,08-01-2019 16:37,"BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse https://t.co/4YmZmzwH7W https://t.co/fwqAxtkjYh",Canada
1.08268E+18,08-01-2019 16:36,"No, but still doable, especially if banks would divest from the fossil fuel industry. Speaking of Canada, the clean… https://t.co/CzTWZSi9YL",
1.08268E+18,08-01-2019 16:36,"BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse https://t.co/Y0p7Jn0dXw https://t.co/DcNUesFQSV",Canada
1.08268E+18,08-01-2019 16:33,‘A day of reckoning is coming for Justin Trudeau’s Liberal government’: CIBC /via @globeandmail https://t.co/sReGhoicM7,"Alberta, Canada"
1.08268E+18,08-01-2019 16:33,"@jlsjlsjlsjls You're very welcome, I hope you get your issue resolved. If you need any assistance in the future, pl… https://t.co/RRdgGfeXyq",Canada
1.08268E+18,08-01-2019 16:31,RT @SpecInCanada: Reminder that Specialisterne is recruiting for roles with CIBC! Do you identify as someone on the #autism spectrum or wit…,"Guelph, Ontario, Canada"
1.08268E+18,08-01-2019 16:31,TSXandTSXv: The #tweets on this #Twitter handle are for entertainment purposes only and they are not investment adv… https://t.co/Ihs2iPxQEO,The Trading Desk
1.08268E+18,08-01-2019 16:30,The #tweets on this #Twitter handle are for entertainment purposes only and they are not investment advice $WEED… https://t.co/Wm1pl1i2Hy,Bay Street and Howe Street
1.08267E+18,08-01-2019 16:26,"@cibc Thank you for your prompt reply, Ciaran … much appreciated (hadn't finished hunting through the cluttered con… https://t.co/s2yeWHGRCZ","Calgary, Alberta, Canada"
1.08267E+18,08-01-2019 16:22,RT @Francesc_Forex: CIBC Capital Markets: #CurrencyOutlook #forexoutlook #currencies #currencytrading https://t.co/3d6cxOOjDn,Türkiye
1.08267E+18,08-01-2019 16:13,@jlsjlsjlsjls Hi there! I'm sorry to see you have are having trouble accessing your Online Banking. If you are unab… https://t.co/esBNdeJ7ef,Canada
1.08267E+18,08-01-2019 16:09,"Oh joy. I get to make an unplanned trip to @cibc because the website decided I'd mistyped my password, shut me down… https://t.co/6b9yEgHu4U","Calgary, Alberta, Canada"
1.08267E+18,08-01-2019 16:02,CIBC Capital Markets: #CurrencyOutlook #forexoutlook #currencies #currencytrading https://t.co/3d6cxOOjDn,"Barcelona, Catalunya"
1.08267E+18,08-01-2019 16:01,#HomeBuyingTip: Don't hit the open houses just yet. Make sure your finances are in order so you know you can realis… https://t.co/1XWxQulzai,The Caribbean
1.08267E+18,08-01-2019 15:59,"CIBC 4/4: core #PCE prices, should remain just below the 2% target in Dec. And with inflation where Fed wants it to… https://t.co/h8vzGyWGVb","Barcelona, Catalunya"
1.08267E+18,08-01-2019 15:59,"CIBC 3/4: Most of holiday discounted prices should have already been apparent in Nov data, as seasonal adjustment p… https://t.co/an3L4lkxPc","Barcelona, Catalunya"
1.08267E+18,08-01-2019 15:59,"CIBC Capital Markets 2/4:  The price of oil looks to have troughed recently, however, which could limit further dow… https://t.co/FrtILhp1Cw","Barcelona, Catalunya"
1.08267E+18,08-01-2019 15:59,"CIBC Capital Markets 1/4: Week Ahead’s Key US Number: CPI—December (Friday, 8:30 a.m.)
The fall in headline inflati… https://t.co/qpQBJY66aB","Barcelona, Catalunya"
1.08267E+18,08-01-2019 15:54,"@IgorsCrypto @Ripple Credit Agricole, IDT, Cuallix, Westpac, Banca intesa Sanpaolo, Nordea, Al Rahji, Scotiabank, A… https://t.co/3snh41fx6Q",
1.08267E+18,08-01-2019 15:53,"CIBC: #BoC has an easy decision to make, and a tougher decision on what to say about it. The easy call, of course,… https://t.co/suDbHGy6xQ","Barcelona, Catalunya"
1.08266E+18,08-01-2019 15:43,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…",
1.08266E+18,08-01-2019 15:30,I checked to see which banks had a Twitter feed for their discount brokerage operations. BMO InvestorLine &amp; CIBC In… https://t.co/eNdd9ZEOfb,Toronto
1.08265E+18,08-01-2019 15:00,"Michael Babad: ""We’re still months away from an October election, and, obviously, anything could and probably will… https://t.co/tRH6KkMbpD","Calgary, Alberta"
